,Bill Number,Title,Link,Description,Last Action,Governor Signed,Sponsors,Subjects,Session,Types,Last Action Date
5089,SB20-124,School Construction Guideline Utility Consultation,/bills/sb20-124,Concerning adding to the public school facility construction guidelines a requirement to consult with the local electric utility.,Last Action:07/2/2020 | Governor Signed,1,"Sen. K. Priola, Sen. C. Hansen, Rep. P. Will, Rep. B. Buentello",Education & School Finance (Pre & K-12),2020 Regular Session,Type:Bill,2020-07-02
5090,SB20-125,Prohibit Exotic Animals In Traveling Performances,/bills/sb20-125,Concerning a prohibition on the use of certain exotic animals in a traveling animal act.,Last Action:05/28/2020 | House Committee on Energy & Environment Postpone Indefinitely,0,"Sen. J. Ginal, Sen. R. Zenzinger, Rep. M. Froelich, Rep. M. Duran",Agriculture,2020 Regular Session,Type:Bill,2020-05-28
5091,SB20-126,Allow Home Child Care In Homeowners' Association Community,/bills/sb20-126,Concerning the operation of a licensed family child care home in a common interest community.,Last Action:07/8/2020 | Governor Signed,1,"Sen. T. Story, Sen. J. Smallwood, Rep. D. Roberts, Rep. K. Van Winkle",Business & Economic DevelopmentChildren & Domestic MattersHousing,2020 Regular Session,Type:Bill,2020-07-08
5092,SB20-127,Committee Actuarial Review Health Care Plan Legislation,/bills/sb20-127,Concerning creation of the health benefit plan design change review committee to conduct actuarial reviews of legislation affecting health benefit plan requirements.,Last Action:06/13/2020 | Senate Committee on Appropriations Postpone Indefinitely,0,"Sen. J. Smallwood, Sen. N. Todd",Health Care & Health Insurance,2020 Regular Session,Type:Bill,2020-06-13
5093,SB20-128,Generation AndTransmission Cooperative Easement Broadband,/bills/sb20-128,"Concerning the provision of rural broadband using an electric utility easement held by an electric cooperative, and, in connection therewith, authorizing the provision of rural broadband using an electric utility easement held by an electric generation and transmission cooperative association.",Last Action:02/18/2020 | Senate Committee on Local Government Postpone Indefinitely,0,"Sen. D. Coram, Rep. J. Arndt, Rep. M. Catlin",Telecommunications & Information Technology,2020 Regular Session,Type:Bill,2020-02-18
5094,SB20-129,Protection Of Individuals Subject To A Fiduciary,/bills/sb20-129,Concerning the protection of individuals subject to a fiduciary.,Last Action:07/10/2020 | Governor Signed,1,"Sen. C. Holbert, Sen. J. Ginal, Rep. M. Froelich, Rep. K. Ransom","Probate, Trusts, & Fiduciaries",2020 Regular Session,Type:Bill,2020-07-10
5095,SB20-130,Backcountry Search And Rescue In Colorado,/bills/sb20-130,"Concerning backcountry search and rescue services in Colorado, and, in connection therewith, making an appropriation.",Last Action:05/27/2020 | House Committee on Rural Affairs & Agriculture Postpone Indefinitely,0,"Sen. K. Donovan, Sen. B. Rankin, Rep. J. McCluskie, Rep. J. Wilson",Local GovernmentState Government,2020 Regular Session,Type:Bill,2020-05-27
5096,SB20-131,Reimbursement To P-tech Schools For College Costs,/bills/sb20-131,Concerning funding for pathways in technology early college high schools.,Last Action:06/13/2020 | Senate Committee on Appropriations Postpone Indefinitely,0,"Sen. M. Foote, Sen. C. Holbert, Rep. K. Mullica, Rep. M. Soper",Education & School Finance (Pre & K-12),2020 Regular Session,Type:Bill,2020-06-13
5097,SB20-132,Surplus Military Vehicle Farm And Emergency Vehicle,/bills/sb20-132,"Concerning the use of surplus military vehicles for specialized purposes under the ""Uniform Motor Vehicle Law"".",Last Action:06/16/2020 | House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,0,"Sen. J. Sonnenberg, Rep. R. Holtorf",AgricultureTransportation & Motor Vehicles,2020 Regular Session,Type:Bill,2020-06-16
5098,SB20-133,Business Fiscal Impact Statements,/bills/sb20-133,Concerning business fiscal impact notes.,"Last Action:02/3/2020 | Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",0,"Sen. R. Woodward, Rep. T. Kraft-Tharp, Rep. D. Williams",General Assembly,2020 Regular Session,Type:Bill,2020-02-03
5099,SB20-134,Estimate Of Non-fee Sources Of Cash Fund Revenue,/bills/sb20-134,Concerning the repeal of certain language used to determine cash fund revenue that is derived from non-fee sources when calculating the amount of  uncommitted reserves in a cash fund at the end of a fiscal year.,Last Action:03/23/2020 | Governor Signed,1,"Sen. R. Woodward, Sen. R. Zenzinger, Rep. J. Arndt",State Government,2020 Regular Session,Type:Bill,2020-03-23
5100,SB20-135,Conservation Easement Working Group Proposals,/bills/sb20-135,Concerning the adoption of statutory changes related to conservation easements that were recommended by the conservation easement working group convened in accordance with House Bill 19-1264.,Last Action:06/13/2020 | Senate Committee on Appropriations Postpone Indefinitely,0,"Sen. J. Sonnenberg, Sen. K. Donovan, Rep. D. Roberts, Rep. J. Wilson",Fiscal Policy & Taxes,2020 Regular Session,Type:Bill,2020-06-13
5101,SB20-136,Statutory Revision Commitee Omnibus Bill,/bills/sb20-136,Concerning an omnibus bill containing recommendations of the statutory revision committee related to the committee's statutory charge.,Last Action:03/23/2020 | Governor Signed,1,"Sen. D. Moreno, Rep. J. Arndt",General Assembly,2020 Regular Session,Type:Bill,2020-03-23
5102,SB20-137,FERPA Waiver For Behavioral Health Services,/bills/sb20-137,"Concerning a voluntary waiver of the federal ""Family Educational Rights and Privacy Act of 1974"" to allow school personnel to communicate with behavioral health care providers about a student's health records.",Last Action:02/12/2020 | Senate Committee on Health & Human Services Postpone Indefinitely,0,"Sen. B. Gardner, Rep. B. Buentello",Education & School Finance (Pre & K-12),2020 Regular Session,Type:Bill,2020-02-12
5103,SB20-138,Consumer Protection Construction Defect Time Period,/bills/sb20-138,Concerning increased consumer protection for homeowners seeking relief for construction defects.,Last Action:05/28/2020 | Senate Second Reading Laid Over to 12/31/2020 - No Amendments,0,Sen. R. Rodriguez,Business & Economic DevelopmentCivil LawCourts & JudicialHousingProfessions & Occupations,2020 Regular Session,Type:Bill,2020-05-28
5104,SB20-139,County Loans For Public Infrastructure Projects,/bills/sb20-139,Concerning authorization for a county to lend money to a governmental entity created by or located within the county for the purpose of providing funding for public infrastructure projects within the county.,Last Action:07/7/2020 | Governor Signed,1,"Sen. M. Foote, Rep. M. Gray",Local Government,2020 Regular Session,Type:Bill,2020-07-07
5105,SB20-140,Powersports And Motor Vehicle Sales Bond Requirement,/bills/sb20-140,Concerning the types of conditions that may authorize a person to recover from the bond required as a condition to be licensed to sell vehicles with motors.,Last Action:07/2/2020 | Governor Signed,1,"Sen. C. Holbert, Rep. J. Melton",Professions & OccupationsTransportation & Motor Vehicles,2020 Regular Session,Type:Bill,2020-07-02
5106,SB20-141,Cash Funds Maximum Reserve Exception,/bills/sb20-141,Concerning an exemption from the maximum reserve for cash funds with fee revenue collected by the division of fire prevention and control.,Last Action:02/25/2020 | Senate Committee on Finance Postpone Indefinitely,0,Sen. D. Hisey,Fiscal Policy & Taxes,2020 Regular Session,Type:Bill,2020-02-25
5107,SB20-142,Pet Animal Facility Licensing,/bills/sb20-142,Concerning licensing requirements relating to pet animals.,"Last Action:02/12/2020 | Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",0,"Sen. V. Marble, Rep. L. Saine",Agriculture,2020 Regular Session,Type:Bill,2020-02-12
5108,SB20-143,Funding Higher Education Student Transition Programs,/bills/sb20-143,Concerning establishing a higher education student transition pilot program.,Last Action:06/10/2020 | Senate Committee on Appropriations Postpone Indefinitely,0,"Sen. T. Story, Rep. M. Young",Higher Education,2020 Regular Session,Type:Bill,2020-06-10
5109,SB20-144,Home Visiting Expansion Grant Program,/bills/sb20-144,Concerning expanding the availability of early childhood home visiting programs to support school readiness.,Last Action:02/20/2020 | Senate Committee on Health & Human Services Postpone Indefinitely,0,"Sen. R. Fields, Sen. P. Lee, Rep. C. Larson, Rep. D. Michaelson Jenet",Human Services,2020 Regular Session,Type:Bill,2020-02-20
5110,SB20-145,Repeal Colorado Reinsurance Program,/bills/sb20-145,Concerning the repeal of the Colorado reinsurance program after one year of operation.,Last Action:02/13/2020 | Senate Committee on Finance Postpone Indefinitely,0,Sen. J. Smallwood,Health Care & Health Insurance,2020 Regular Session,Type:Bill,2020-02-13
5111,SB20-146,Financial Organizations Unclaimed Property Act,/bills/sb20-146,"Concerning modifications to the ""Revised Uniform Unclaimed Property Act"" related to property held by a financial organization.",Last Action:05/28/2020 | House Committee on Finance Postpone Indefinitely,0,"Sen. K. Priola, Rep. R. Bockenfeld",Financial Services & CommerceState Government,2020 Regular Session,Type:Bill,2020-05-28
5112,SB20-147,County Impacts From Municipal Annexation,/bills/sb20-147,"Concerning modifications to the ""Municipal Annexation Act of 1965"" to address the impacts of municipal development on counties.",Last Action:02/13/2020 | Senate Committee on Local Government Postpone Indefinitely,0,Sen. B. Gardner,Local Government,2020 Regular Session,Type:Bill,2020-02-13
5113,SB20-148,Property Tax Exemption Value Adjustments,/bills/sb20-148,Concerning the amount of actual value of residential real property owned and occupied by a qualifying senior or a qualifying disabled veteran that is partly exempt from property taxation.,Last Action:02/27/2020 | Senate Committee on Finance Postpone Indefinitely,0,"Sen. V. Marble, Rep. L. Saine",Fiscal Policy & Taxes,2020 Regular Session,Type:Bill,2020-02-27
5114,SB20-149,Automatic Law Waivers For Rural School Districts,/bills/sb20-149,Concerning automatic waivers of law for rural school districts.,"Last Action:02/12/2020 | Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",0,"Sen. L. Crowder, Rep. R. Pelton",Education & School Finance (Pre & K-12),2020 Regular Session,Type:Bill,2020-02-12
5115,SB20-150,Adopt Renewable Natural Gas Standard,/bills/sb20-150,"Concerning adoption of a renewable natural gas standard, and, in connection therewith, making an appropriation.",Last Action:05/28/2020 | House Committee on Energy & Environment Postpone Indefinitely,0,"Sen. C. Hansen, Sen. D. Coram, Rep. J. Arndt, Rep. M. Catlin",Energy,2020 Regular Session,Type:Bill,2020-05-28
5116,SB20-151,Administration Of The RTD Regional Transportation District,/bills/sb20-151,Concerning the administration of the regional transportation district.,Last Action:05/26/2020 | Senate Committee on Judiciary Postpone Indefinitely,0,"Sen. J. Tate, Sen. R. Rodriguez, Rep. D. Jackson, Rep. C. Larson",Transportation & Motor Vehicles,2020 Regular Session,Type:Bill,2020-05-26
5117,SB20-152,Correct Senate Bill 19-263 Effective Date Error,/bills/sb20-152,Concerning correction of the effective date clause of Senate Bill 19-263 for the purpose of ensuring that the bill accomplishes its intended legal effect of eliminating the requirement that the state treasurer execute lease-purchase agreements to fund transportation projects during the 2020-21 and 2021-22 state fiscal years if a referred ballot issue that authorizes the state to issue transportation revenue anticipation notes is approved at the 2020 general election.,Last Action:03/20/2020 | Governor Signed,1,"Sen. R. Zenzinger, Sen. R. Woodward, Rep. D. Valdez",State Revenue & BudgetTransportation & Motor Vehicles,2020 Regular Session,Type:Bill,2020-03-20
5118,SB20-153,Water Resource Financing Enterprise,/bills/sb20-153,Concerning the creation of an enterprise that is exempt from the requirements of section 20 of article X of the state constitution to administer a fee-based water resources financing program.,Last Action:02/13/2020 | Senate Committee on Agriculture & Natural Resources Postpone Indefinitely,0,Sen. D. Coram,Water,2020 Regular Session,Type:Bill,2020-02-13
5119,SB20-154,Bring Own Wine Into Restaurants,/bills/sb20-154,Concerning requiring certain establishments that are licensed to sell alcohol beverages for on-premises consumption to allow a customer to bring one bottle of wine into the licensed premises for consumption on the premises.,"Last Action:02/12/2020 | Senate Committee on Business, Labor, & Technology Postpone Indefinitely",0,Sen. K. Donovan,"Liquor, Tobacco, & Marijuana",2020 Regular Session,Type:Bill,2020-02-12
5120,SB20-155,Keep Presumption Noninjury Well On Divided Land,/bills/sb20-155,Concerning the continued presumption of noninjury to water rights regarding the use of an exempt well for domestic purposes after the land on which the well is located has been divided into multiple parcels.,Last Action:07/2/2020 | Governor Signed,1,"Sen. J. Sonnenberg, Rep. R. Pelton",Water,2020 Regular Session,Type:Bill,2020-07-02
5121,SB20-156,Protecting Preventive Health Care Coverage,/bills/sb20-156,"Concerning services related to preventive health care, and, in connection therewith, requiring coverage for certain preventive measures, screenings, and treatments that are administered, dispensed, or prescribed by health care providers and facilities.",Last Action:06/13/2020 | Senate Committee on Appropriations Postpone Indefinitely,0,"Sen. B. Pettersen, Sen. D. Moreno, Rep. D. Esgar, Rep. K. Mullica",Health Care & Health InsurancePublic Health,2020 Regular Session,Type:Bill,2020-06-13
